year,quarter,state,count,amount
2019,Q1,Chandigarh,1274476,2396032050.444029
2019,Q1,Telangana,65290702,95523262035.66321
2019,Q1,Himachal Pradesh,2168718,3381481442.991081
2019,Q1,West Bengal,47626388,50164672623.87851
2019,Q1,Gujarat,24991451,35856080308.47724
2019,Q1,Sikkim,240287,457993634.3840939
2019,Q1,Nagaland,168579,441941712.41233104
2019,Q1,Mizoram,70306,218160895.39740258
2019,Q1,Chhattisgarh,7887669,12544556385.328796
2019,Q1,Jammu & Kashmir,3584987,5951835476.521047
2019,Q1,Goa,738812,1475323397.276577
2019,Q1,Arunachal Pradesh,226506,609950106.3139492
2019,Q1,Delhi,47007327,58469131789.49733
2019,Q1,Uttarakhand,5546001,7183529175.274033
2019,Q3,Puducherry,716826,1460708357.4554102
2019,Q3,Tamil Nadu,41410183,78959604643.63503
2019,Q3,Uttar Pradesh,68623959,111268137475.02843
2019,Q3,Madhya Pradesh,53610411,77676321491.22867
2019,Q3,Andhra Pradesh,76288614,139447944254.78943
2019,Q3,Tripura,711717,1017377422.817224
2019,Q3,Lakshadweep,3104,9651761.463768471
2019,Q3,Manipur,345008,863552002.562933
2019,Q3,Maharashtra,148735581,199617506744.94272
2019,Q3,Dadra & Nagar Haveli & Daman & Diu,638751,961471473.8483732
2019,Q3,Meghalaya,306550,612218602.153532
2019,Q3,Andaman & Nicobar Islands,33770,114071776.08729392
2019,Q3,Haryana,30343531,52489119199.44011
2019,Q3,Rajasthan,67303617,112468290031.92343
2019,Q3,Ladakh,92396,331129527.19382226
2019,Q3,Punjab,10706812,22905815605.843315
2019,Q3,Assam,5942571,12950443620.426579
2019,Q3,Jharkhand,14220647,21465973993.35938
2019,Q3,Odisha,41422272,57304577359.217094
2019,Q3,Bihar,32139900,67692783254.273834
2019,Q3,Kerala,9286096,16429809722.064445
2019,Q3,Karnataka,170733735,214536720438.18292
2019,Q3,Chandigarh,1506543,3269682087.6608405
2019,Q3,Telangana,121495376,201930021130.42365
2019,Q3,Himachal Pradesh,2735180,5572018781.123304
2019,Q3,West Bengal,66444829,70540532616.82985
2019,Q3,Gujarat,38228649,59462694964.26753
2019,Q3,Sikkim,552436,884716448.4404289
2019,Q3,Nagaland,261878,650956471.7134112
2019,Q3,Mizoram,98094,278793899.9513421
2019,Q3,Chhattisgarh,12243111,19803259167.45372
2019,Q3,Jammu & Kashmir,1116526,3744230491.7824554
2019,Q3,Goa,1092416,2000367191.496843
2019,Q3,Arunachal Pradesh,370234,912645034.7958709
2019,Q3,Delhi,69537876,103196812046.45712
2019,Q3,Uttarakhand,5710476,9729032070.017406
2019,Q4,Puducherry,1012655,1932028317.878899
2019,Q4,Tamil Nadu,56596411,103190865512.53719
2019,Q4,Uttar Pradesh,86905005,145538926507.3059
2019,Q4,Madhya Pradesh,68131989,104687926790.86589
2019,Q4,Andhra Pradesh,107218103,200948315488.80518
2019,Q4,Tripura,801824,1215400160.2581887
2019,Q4,Lakshadweep,3765,11269913.40492385
2019,Q4,Manipur,449344,1200897682.088641
2019,Q4,Maharashtra,201260620,272994428799.5649
2019,Q4,Dadra & Nagar Haveli & Daman & Diu,768971,1226641262.0110402
2019,Q4,Meghalaya,365981,742436471.7902198
2019,Q4,Andaman & Nicobar Islands,35159,136838530.5173779
2019,Q4,Haryana,37825985,69359719869.10008
2019,Q4,Rajasthan,85074242,159452410049.68317
2019,Q4,Ladakh,84706,324689360.02811134
2019,Q4,Punjab,13698625,29989802246.19331
2019,Q4,Assam,6760510,15281983895.512564
2019,Q4,Jharkhand,18248618,28147748376.677704
2019,Q4,Odisha,64995633,79769373632.04843
2019,Q4,Bihar,43530314,93313426577.80905
2019,Q4,Kerala,12498637,21151326637.805134
2019,Q4,Karnataka,237796252,295047143447.23846
2019,Q4,Chandigarh,1850915,4152513817.939354
2019,Q4,Telangana,163572258,280746765547.7425
2019,Q4,Himachal Pradesh,3516646,7271163537.248161
2019,Q4,West Bengal,96805838,88203610254.64601
2019,Q4,Gujarat,42547632,76690662054.91542
2019,Q4,Sikkim,767070,1176509601.6562185
2019,Q4,Nagaland,317170,834537138.3487777
