year,quarter,state,district,registeredusers,appopens
2021,Q1,Madhya Pradesh,Bhind,242318,5815370
2021,Q1,Madhya Pradesh,Tikamgarh,120720,3198089
2021,Q1,Madhya Pradesh,Seoni,202103,6250770
2021,Q1,Madhya Pradesh,Harda,100149,2843519
2021,Q1,Madhya Pradesh,Burhanpur,114766,3206426
2021,Q1,Madhya Pradesh,Damoh,150665,3641799
2021,Q1,Madhya Pradesh,Bhopal,1340741,58411069
2021,Q1,Madhya Pradesh,Jhabua,96483,2562361
2021,Q1,Madhya Pradesh,Dhar,415117,14747039
2021,Q1,Madhya Pradesh,Guna,255002,7638668
2021,Q1,Madhya Pradesh,East Nimar,196341,6130447
2021,Q1,Madhya Pradesh,Chhindwara,399276,12492218
2021,Q1,Madhya Pradesh,Umaria,76879,2468522
2021,Q1,Madhya Pradesh,Mandla,123283,3279877
2021,Q1,Madhya Pradesh,Indore,1769869,68567452
2021,Q1,Madhya Pradesh,Shahdol,165899,5794627
2021,Q1,Madhya Pradesh,Ratlam,309912,9084625
2021,Q1,Madhya Pradesh,Panna,99260,2725252
2021,Q1,Madhya Pradesh,Chhatarpur,253341,5738186
2021,Q4,Madhya Pradesh,Morena,364107,15841324
2021,Q4,Madhya Pradesh,Alirajpur,57786,2467290
2021,Q4,Madhya Pradesh,Sehore,403250,26357503
2021,Q4,Madhya Pradesh,Rajgarh,343493,24636632
2021,Q4,Madhya Pradesh,Khargone,352873,20582042
2021,Q4,Madhya Pradesh,Satna,457858,20025485
2021,Q4,Madhya Pradesh,Narsinghpur,265787,12022235
2021,Q4,Madhya Pradesh,Jabalpur,796148,30708323
2021,Q4,Madhya Pradesh,Hoshangabad,344648,16846971
2021,Q4,Madhya Pradesh,Vidisha,344177,16357994
2021,Q4,Madhya Pradesh,Balaghat,347200,18761708
2021,Q4,Madhya Pradesh,Singrauli,276792,16021893
2021,Q4,Madhya Pradesh,Betul,354334,17915195
2021,Q4,Madhya Pradesh,Sidhi,173205,9085443
2021,Q4,Madhya Pradesh,Datia,133518,5903288
2021,Q4,Madhya Pradesh,Dewas,445758,27784624
2021,Q4,Madhya Pradesh,Sheopur,93888,4425363
2021,Q4,Madhya Pradesh,Neemuch,224442,11233575
2021,Q4,Madhya Pradesh,Raisen,340113,19857437
2021,Q4,Madhya Pradesh,Mandsaur,352936,17894151
2021,Q4,Madhya Pradesh,Barwani,172064,10424021
2021,Q4,Madhya Pradesh,Katni,244085,11313356
2021,Q4,Madhya Pradesh,Dindori,83183,4058308
2021,Q4,Madhya Pradesh,Shivpuri,279745,15194316
2021,Q4,Madhya Pradesh,Gwalior,866561,37156850
2021,Q4,Madhya Pradesh,Anuppur,140817,7245537
2021,Q4,Madhya Pradesh,Agar Malwa,116711,7478552
2021,Q4,Madhya Pradesh,Ashoknagar,138555,7568285
2021,Q4,Madhya Pradesh,Sagar,538447,23166608
2021,Q4,Madhya Pradesh,Niwari,60568,2702448
2021,Q4,Madhya Pradesh,Rewa,500513,22443034
2021,Q4,Madhya Pradesh,Shajapur,236918,14506010
2021,Q4,Madhya Pradesh,Ujjain,639197,33583390
2021,Q4,Madhya Pradesh,Bhind,304654,12277081
2021,Q4,Madhya Pradesh,Tikamgarh,153468,7302744
2021,Q4,Madhya Pradesh,Seoni,254057,13780511
2021,Q4,Madhya Pradesh,Harda,124528,6342732
2021,Q4,Madhya Pradesh,Burhanpur,143490,7214848
2021,Q4,Madhya Pradesh,Damoh,188719,7734176
2021,Q4,Madhya Pradesh,Bhopal,1633266,93931993
2021,Q4,Madhya Pradesh,Jhabua,123245,6502753
2021,Q4,Madhya Pradesh,Dhar,519970,32607060
2021,Q4,Madhya Pradesh,Guna,321685,16280589
2021,Q4,Madhya Pradesh,East Nimar,247780,13878939
2021,Q4,Madhya Pradesh,Chhindwara,495990,25711745
2021,Q4,Madhya Pradesh,Umaria,96803,4944557
2021,Q4,Madhya Pradesh,Mandla,155589,7086912
2021,Q4,Madhya Pradesh,Indore,2164101,120836112
2021,Q4,Madhya Pradesh,Shahdol,206601,11162981
2021,Q4,Madhya Pradesh,Ratlam,387771,18837420
2021,Q4,Madhya Pradesh,Panna,125727,6055168
2021,Q4,Madhya Pradesh,Chhatarpur,319122,12573269
2021,Q2,Madhya Pradesh,Morena,312340,11658992
2021,Q2,Madhya Pradesh,Alirajpur,48799,4214096
2021,Q2,Madhya Pradesh,Sehore,347748,20406703
2021,Q2,Madhya Pradesh,Rajgarh,292808,21068586
2021,Q2,Madhya Pradesh,Khargone,303115,17984042
2021,Q2,Madhya Pradesh,Satna,395440,18158846
2021,Q2,Madhya Pradesh,Narsinghpur,229785,10827026
2021,Q2,Madhya Pradesh,Jabalpur,695130,16368504
2021,Q2,Madhya Pradesh,Hoshangabad,298276,12814860
2021,Q2,Madhya Pradesh,Vidisha,295656,17978994
2021,Q2,Madhya Pradesh,Balaghat,299166,16744453
2021,Q2,Madhya Pradesh,Singrauli,238061,16474895
2021,Q2,Madhya Pradesh,Betul,306387,19842980
2021,Q2,Madhya Pradesh,Sidhi,148292,10902853
2021,Q2,Madhya Pradesh,Datia,114602,6086229
2021,Q2,Madhya Pradesh,Dewas,384805,19205815
2021,Q2,Madhya Pradesh,Sheopur,79747,5448428
2021,Q2,Madhya Pradesh,Neemuch,192351,7410653
2021,Q2,Madhya Pradesh,Raisen,293092,18405753
2021,Q2,Madhya Pradesh,Mandsaur,301823,12487874
2021,Q2,Madhya Pradesh,Barwani,147396,11023324
2021,Q2,Madhya Pradesh,Katni,210578,9347591
2021,Q2,Madhya Pradesh,Dindori,70483,8065639
2021,Q2,Madhya Pradesh,Shivpuri,237514,18049301
2021,Q2,Madhya Pradesh,Gwalior,753172,17980510
2021,Q2,Madhya Pradesh,Anuppur,121081,8163286
2021,Q2,Madhya Pradesh,Agar Malwa,98973,6682101
2021,Q2,Madhya Pradesh,Ashoknagar,118179,9260965
2021,Q2,Madhya Pradesh,Sagar,464791,21608570
2021,Q2,Madhya Pradesh,Niwari,51713,2512818
2021,Q2,Madhya Pradesh,Rewa,432682,20075053
2021,Q2,Madhya Pradesh,Shajapur,203365,10781751
2021,Q2,Madhya Pradesh,Ujjain,552204,18716097
2021,Q2,Madhya Pradesh,Bhind,260861,11741937
2021,Q2,Madhya Pradesh,Tikamgarh,130462,7731408
2021,Q2,Madhya Pradesh,Seoni,217756,17586692
2021,Q2,Madhya Pradesh,Harda,107671,6297529
2021,Q2,Madhya Pradesh,Burhanpur,123507,5832545
2021,Q2,Madhya Pradesh,Damoh,162046,9075927
2021,Q2,Madhya Pradesh,Bhopal,1431127,34861095
2021,Q2,Madhya Pradesh,Jhabua,104613,7481265
2021,Q2,Madhya Pradesh,Dhar,447074,22841002
2021,Q2,Madhya Pradesh,Guna,274820,15526087
2021,Q2,Madhya Pradesh,East Nimar,211938,12412565
2021,Q2,Madhya Pradesh,Chhindwara,428800,25550376
2021,Q2,Madhya Pradesh,Umaria,82950,7042757
2021,Q2,Madhya Pradesh,Mandla,132963,10150247
2021,Q2,Madhya Pradesh,Indore,1892259,39059484
2021,Q2,Madhya Pradesh,Shahdol,178327,12388319
2021,Q2,Madhya Pradesh,Ratlam,333877,13571487
2021,Q2,Madhya Pradesh,Panna,107148,8654462
2021,Q2,Madhya Pradesh,Chhatarpur,273182,13178877
2021,Q3,Madhya Pradesh,Morena,338470,13227729
2021,Q3,Madhya Pradesh,Alirajpur,53291,4728456
2021,Q3,Madhya Pradesh,Sehore,375721,25285016
2021,Q3,Madhya Pradesh,Rajgarh,318695,27523308
2021,Q3,Madhya Pradesh,Khargone,328193,23542083
2021,Q3,Madhya Pradesh,Satna,426929,21267586
2021,Q3,Madhya Pradesh,Narsinghpur,248007,12673244
2021,Q3,Madhya Pradesh,Jabalpur,745631,21368026
2021,Q3,Madhya Pradesh,Hoshangabad,321576,15390024
2021,Q3,Madhya Pradesh,Vidisha,319665,21166904
2021,Q3,Madhya Pradesh,Balaghat,323407,20217874
2021,Q3,Madhya Pradesh,Singrauli,257742,21934340
2021,Q3,Madhya Pradesh,Betul,330804,24205783
2021,Q3,Madhya Pradesh,Sidhi,160978,12859544
2021,Q3,Madhya Pradesh,Datia,124227,6899755
2021,Q3,Madhya Pradesh,Dewas,415540,24454430
2021,Q3,Madhya Pradesh,Sheopur,86932,6639347
2021,Q3,Madhya Pradesh,Neemuch,208822,10636268
2021,Q3,Madhya Pradesh,Raisen,316696,22130746
2021,Q3,Madhya Pradesh,Mandsaur,328016,17663316
2021,Q3,Madhya Pradesh,Barwani,159845,14536467
2021,Q3,Madhya Pradesh,Katni,227610,11485240
2021,Q3,Madhya Pradesh,Dindori,76885,9873401
2021,Q3,Madhya Pradesh,Shivpuri,259032,22177059
2021,Q3,Madhya Pradesh,Gwalior,809887,23812811
2021,Q3,Madhya Pradesh,Anuppur,131119,10163761
2021,Q3,Madhya Pradesh,Agar Malwa,108028,9117151
2021,Q3,Madhya Pradesh,Ashoknagar,128579,11583148
2021,Q3,Madhya Pradesh,Sagar,501819,25492375
2021,Q3,Madhya Pradesh,Niwari,56220,3258171
2021,Q3,Madhya Pradesh,Rewa,466895,21869871
2021,Q3,Madhya Pradesh,Shajapur,220532,13451565
2021,Q3,Madhya Pradesh,Ujjain,596195,26081272
2021,Q3,Madhya Pradesh,Bhind,282910,11482625
2021,Q3,Madhya Pradesh,Tikamgarh,142145,9778556
2021,Q3,Madhya Pradesh,Seoni,236282,22063729
2021,Q3,Madhya Pradesh,Harda,116184,6514335
2021,Q3,Madhya Pradesh,Burhanpur,133678,7850131
2021,Q3,Madhya Pradesh,Damoh,175611,11666579
2021,Q3,Madhya Pradesh,Bhopal,1531544,50710878
2021,Q3,Madhya Pradesh,Jhabua,114139,10253704
2021,Q3,Madhya Pradesh,Dhar,483901,30119220
2021,Q3,Madhya Pradesh,Guna,298761,19937174
2021,Q3,Madhya Pradesh,East Nimar,230302,16129967
2021,Q3,Madhya Pradesh,Chhindwara,462834,32394030
2021,Q3,Madhya Pradesh,Umaria,90077,9062967
2021,Q3,Madhya Pradesh,Mandla,144612,12183232
2021,Q3,Madhya Pradesh,Indore,2028266,62027203
2021,Q3,Madhya Pradesh,Shahdol,192588,15912652
2021,Q3,Madhya Pradesh,Ratlam,361407,18609747
2021,Q3,Madhya Pradesh,Panna,116511,10267836
2021,Q3,Madhya Pradesh,Chhatarpur,296493,15892288
2020,Q4,Madhya Pradesh,Morena,267467,6386001
2020,Q4,Madhya Pradesh,Alirajpur,41088,847945
2020,Q4,Madhya Pradesh,Sehore,300164,11926496
2020,Q4,Madhya Pradesh,Rajgarh,248183,8283878
2020,Q4,Madhya Pradesh,Khargone,259561,7925970
2020,Q4,Madhya Pradesh,Satna,340632,8895084
2020,Q4,Madhya Pradesh,Narsinghpur,198797,5497813
2020,Q4,Madhya Pradesh,Jabalpur,604034,14264772
2020,Q4,Madhya Pradesh,Hoshangabad,257815,7025247
2020,Q4,Madhya Pradesh,Vidisha,254046,6972300
2020,Q4,Madhya Pradesh,Balaghat,257330,7971567
2020,Q4,Madhya Pradesh,Singrauli,205335,7900407
2020,Q4,Madhya Pradesh,Betul,264821,8089210
2020,Q4,Madhya Pradesh,Sidhi,127036,3863820
2020,Q4,Madhya Pradesh,Datia,98245,2291208
2020,Q4,Madhya Pradesh,Dewas,331443,11586451
2020,Q4,Madhya Pradesh,Sheopur,67867,1682681
2020,Q4,Madhya Pradesh,Neemuch,164544,4142475
2020,Q4,Madhya Pradesh,Raisen,252088,8029455
2020,Q4,Madhya Pradesh,Mandsaur,257488,6397496
2020,Q4,Madhya Pradesh,Barwani,125456,3455685
2020,Q4,Madhya Pradesh,Katni,181408,4600435
2020,Q4,Madhya Pradesh,Dindori,59962,1753585
2020,Q4,Madhya Pradesh,Shivpuri,200121,5169044
2020,Q4,Madhya Pradesh,Gwalior,652985,17627043
2020,Q4,Madhya Pradesh,Anuppur,104310,3325790
2020,Q4,Madhya Pradesh,Agar Malwa,83325,2435806
2020,Q4,Madhya Pradesh,Ashoknagar,100497,2536318
2020,Q4,Madhya Pradesh,Sagar,402006,10203743
2020,Q4,Madhya Pradesh,Niwari,44148,1058416
2020,Q4,Madhya Pradesh,Rewa,374099,10724980
2020,Q4,Madhya Pradesh,Shajapur,173999,5651313
2020,Q4,Madhya Pradesh,Ujjain,475637,13546406
2020,Q4,Madhya Pradesh,Bhind,223913,5313250
2020,Q4,Madhya Pradesh,Tikamgarh,110958,2768553
2020,Q4,Madhya Pradesh,Seoni,187112,5428128
2020,Q4,Madhya Pradesh,Harda,92862,2573686
2020,Q4,Madhya Pradesh,Burhanpur,105578,2787448
2020,Q4,Madhya Pradesh,Damoh,139246,3194459
2020,Q4,Madhya Pradesh,Bhopal,1249343,46817428
2020,Q4,Madhya Pradesh,Jhabua,88307,2119717
2020,Q4,Madhya Pradesh,Dhar,382523,12266979
2020,Q4,Madhya Pradesh,Guna,235371,6298119
2020,Q4,Madhya Pradesh,East Nimar,181040,5304286
2020,Q4,Madhya Pradesh,Chhindwara,370027,11110963
2020,Q4,Madhya Pradesh,Umaria,71049,2183916
2020,Q4,Madhya Pradesh,Mandla,113986,2902555
2020,Q4,Madhya Pradesh,Indore,1645564,52259995
2020,Q4,Madhya Pradesh,Shahdol,153490,4992250
2020,Q4,Madhya Pradesh,Ratlam,286103,7739584
2020,Q4,Madhya Pradesh,Panna,91870,2441428
2020,Q4,Madhya Pradesh,Chhatarpur,233668,4999862
2020,Q2,Madhya Pradesh,Morena,217318,5129896
2020,Q2,Madhya Pradesh,Alirajpur,31422,729211
2020,Q2,Madhya Pradesh,Sehore,251480,8117617
2020,Q2,Madhya Pradesh,Rajgarh,198951,6020987
2020,Q2,Madhya Pradesh,Khargone,210140,5461706
2020,Q2,Madhya Pradesh,Satna,281414,5628403
2020,Q2,Madhya Pradesh,Narsinghpur,166358,3793445
2020,Q2,Madhya Pradesh,Jabalpur,507707,7997620
2020,Q2,Madhya Pradesh,Hoshangabad,213924,4541381
2020,Q2,Madhya Pradesh,Vidisha,207720,4961336
2020,Q2,Madhya Pradesh,Balaghat,207076,5527300
2020,Q2,Madhya Pradesh,Singrauli,171262,5115820
2020,Q2,Madhya Pradesh,Betul,217297,5519756
2020,Q2,Madhya Pradesh,Sidhi,102450,2564784
2020,Q2,Madhya Pradesh,Datia,81212,1706107
2020,Q2,Madhya Pradesh,Dewas,275957,7803477
2020,Q2,Madhya Pradesh,Sheopur,54544,1380317
2020,Q2,Madhya Pradesh,Neemuch,134827,2980796
2020,Q2,Madhya Pradesh,Raisen,207040,5410647
2020,Q2,Madhya Pradesh,Mandsaur,208900,4536235
2020,Q2,Madhya Pradesh,Barwani,98117,2245925
2020,Q2,Madhya Pradesh,Katni,148185,2934370
2020,Q2,Madhya Pradesh,Dindori,45900,1159585
2020,Q2,Madhya Pradesh,Shivpuri,156442,3406650
2020,Q2,Madhya Pradesh,Gwalior,554377,10235469
2020,Q2,Madhya Pradesh,Anuppur,85974,2186319
2020,Q2,Madhya Pradesh,Agar Malwa,66194,1869353
2020,Q2,Madhya Pradesh,Ashoknagar,80288,1900830
2020,Q2,Madhya Pradesh,Sagar,333878,6979197
2020,Q2,Madhya Pradesh,Niwari,35711,789640
2020,Q2,Madhya Pradesh,Rewa,313486,6612580
2020,Q2,Madhya Pradesh,Shajapur,142935,4213047
2020,Q2,Madhya Pradesh,Ujjain,395028,8399908
2020,Q2,Madhya Pradesh,Bhind,183346,4266447
2020,Q2,Madhya Pradesh,Tikamgarh,87535,2052740
2020,Q2,Madhya Pradesh,Seoni,152359,3792749
2020,Q2,Madhya Pradesh,Harda,76370,1841278
2020,Q2,Madhya Pradesh,Burhanpur,82919,1807039
2020,Q2,Madhya Pradesh,Damoh,112085,2305237
2020,Q2,Madhya Pradesh,Bhopal,1080094,23833983
2020,Q2,Madhya Pradesh,Jhabua,67708,1642394
2020,Q2,Madhya Pradesh,Dhar,310389,7389446
2020,Q2,Madhya Pradesh,Guna,192017,4184669
2020,Q2,Madhya Pradesh,East Nimar,145921,3756177
2020,Q2,Madhya Pradesh,Chhindwara,302791,7241928
2020,Q2,Madhya Pradesh,Umaria,57495,1408949
2020,Q2,Madhya Pradesh,Mandla,90576,1972364
2020,Q2,Madhya Pradesh,Indore,1410157,24675945
2020,Q2,Madhya Pradesh,Shahdol,125221,3026667
2020,Q2,Madhya Pradesh,Ratlam,233307,5260077
2020,Q2,Madhya Pradesh,Panna,73675,1835695
2020,Q2,Madhya Pradesh,Chhatarpur,186944,3616546
2020,Q3,Madhya Pradesh,Morena,243100,5515627
2020,Q3,Madhya Pradesh,Alirajpur,36425,771655
2020,Q3,Madhya Pradesh,Sehore,276075,9913991
2020,Q3,Madhya Pradesh,Rajgarh,224388,7130757
2020,Q3,Madhya Pradesh,Khargone,234694,6430041
2020,Q3,Madhya Pradesh,Satna,311884,7299985
2020,Q3,Madhya Pradesh,Narsinghpur,182823,4534535
2020,Q3,Madhya Pradesh,Jabalpur,555235,10924773
2020,Q3,Madhya Pradesh,Hoshangabad,235930,5467865
2020,Q3,Madhya Pradesh,Vidisha,231156,5977596
2020,Q3,Madhya Pradesh,Balaghat,232874,6555205
2020,Q3,Madhya Pradesh,Singrauli,188497,6614617
2020,Q3,Madhya Pradesh,Betul,241045,6751236
2020,Q3,Madhya Pradesh,Sidhi,114892,3240245
2020,Q3,Madhya Pradesh,Datia,89996,1971313
2020,Q3,Madhya Pradesh,Dewas,303624,9541669
2020,Q3,Madhya Pradesh,Sheopur,61321,1465485
2020,Q3,Madhya Pradesh,Neemuch,150072,3607288
2020,Q3,Madhya Pradesh,Raisen,230222,6621543
2020,Q3,Madhya Pradesh,Mandsaur,233832,5525088
2020,Q3,Madhya Pradesh,Barwani,111594,2704695
2020,Q3,Madhya Pradesh,Katni,164877,3754041
2020,Q3,Madhya Pradesh,Dindori,53140,1482035
2020,Q3,Madhya Pradesh,Shivpuri,178433,4190392
2020,Q3,Madhya Pradesh,Gwalior,603096,13858039
2020,Q3,Madhya Pradesh,Anuppur,94947,2743203
2020,Q3,Madhya Pradesh,Agar Malwa,75042,2067746
2020,Q3,Madhya Pradesh,Ashoknagar,90944,2218641
2020,Q3,Madhya Pradesh,Sagar,368745,8520052
2020,Q3,Madhya Pradesh,Niwari,40044,943976
2020,Q3,Madhya Pradesh,Rewa,343897,8609066
2020,Q3,Madhya Pradesh,Shajapur,158634,4836627
2020,Q3,Madhya Pradesh,Ujjain,436068,11102536
2020,Q3,Madhya Pradesh,Bhind,204515,4603385
2020,Q3,Madhya Pradesh,Tikamgarh,99435,2355794
2020,Q3,Madhya Pradesh,Seoni,169843,4472061
2020,Q3,Madhya Pradesh,Harda,84771,2045684
2020,Q3,Madhya Pradesh,Burhanpur,94468,2236883
2020,Q3,Madhya Pradesh,Damoh,126047,2720247
2020,Q3,Madhya Pradesh,Bhopal,1162000,34412697
2020,Q3,Madhya Pradesh,Jhabua,78359,1855019
2020,Q3,Madhya Pradesh,Dhar,346394,9730750
2020,Q3,Madhya Pradesh,Guna,215479,5194184
2020,Q3,Madhya Pradesh,East Nimar,163928,4383655
2020,Q3,Madhya Pradesh,Chhindwara,336306,8957880
2020,Q3,Madhya Pradesh,Umaria,64323,1797853
2020,Q3,Madhya Pradesh,Mandla,102626,2401861
2020,Q3,Madhya Pradesh,Indore,1524036,37661995
2020,Q3,Madhya Pradesh,Shahdol,139177,4001386
2020,Q3,Madhya Pradesh,Ratlam,260470,6567251
2020,Q3,Madhya Pradesh,Panna,83059,2181466
2020,Q3,Madhya Pradesh,Chhatarpur,211442,4379380
2020,Q1,Madhya Pradesh,Morena,187857,3837024
2020,Q1,Madhya Pradesh,Alirajpur,24827,436047
2020,Q1,Madhya Pradesh,Sehore,228553,8068977
2020,Q1,Madhya Pradesh,Rajgarh,174122,5166263
2020,Q1,Madhya Pradesh,Khargone,180658,4246643
2020,Q1,Madhya Pradesh,Satna,253988,5239450
2020,Q1,Madhya Pradesh,Narsinghpur,148190,3256953
2020,Q1,Madhya Pradesh,Jabalpur,462069,9450502
2020,Q1,Madhya Pradesh,Hoshangabad,190416,4178981
2020,Q1,Madhya Pradesh,Vidisha,184757,4522867
2020,Q1,Madhya Pradesh,Balaghat,179810,4368141
2020,Q1,Madhya Pradesh,Singrauli,156321,4752706
2020,Q1,Madhya Pradesh,Betul,193348,4664926
2020,Q1,Madhya Pradesh,Sidhi,90719,2159571
2020,Q1,Madhya Pradesh,Datia,71709,1402036
2020,Q1,Madhya Pradesh,Dewas,245317,6992853
2020,Q1,Madhya Pradesh,Sheopur,46567,1000018
2020,Q1,Madhya Pradesh,Neemuch,118143,2645531
2020,Q1,Madhya Pradesh,Raisen,184402,4931736
2020,Q1,Madhya Pradesh,Mandsaur,183327,4066701
2020,Q1,Madhya Pradesh,Barwani,82596,1660658
2020,Q1,Madhya Pradesh,Katni,131655,2671976
2020,Q1,Madhya Pradesh,Dindori,39433,980434
2020,Q1,Madhya Pradesh,Shivpuri,134692,2740289
2020,Q1,Madhya Pradesh,Gwalior,506221,11772607
2020,Q1,Madhya Pradesh,Anuppur,76969,1939706
2020,Q1,Madhya Pradesh,Agar Malwa,56419,1516404
2020,Q1,Madhya Pradesh,Ashoknagar,69791,1489358
2020,Q1,Madhya Pradesh,Sagar,299753,6458291
2020,Q1,Madhya Pradesh,Niwari,31223,642589
2020,Q1,Madhya Pradesh,Rewa,285832,6038116
2020,Q1,Madhya Pradesh,Shajapur,124615,3445139
2020,Q1,Madhya Pradesh,Ujjain,349476,8577572
2020,Q1,Madhya Pradesh,Bhind,159089,3111987
2020,Q1,Madhya Pradesh,Tikamgarh,75937,1623458
2020,Q1,Madhya Pradesh,Seoni,133334,3134906
2020,Q1,Madhya Pradesh,Harda,67392,1421699
2020,Q1,Madhya Pradesh,Burhanpur,70827,1358449
2020,Q1,Madhya Pradesh,Damoh,98583,1892344
2020,Q1,Madhya Pradesh,Bhopal,1003288,38048310
2020,Q1,Madhya Pradesh,Jhabua,52803,1026941
2020,Q1,Madhya Pradesh,Dhar,270891,6924843
2020,Q1,Madhya Pradesh,Guna,169946,3705575
2020,Q1,Madhya Pradesh,East Nimar,125273,2916328
2020,Q1,Madhya Pradesh,Chhindwara,268008,6375827
2020,Q1,Madhya Pradesh,Umaria,51076,1230506
2020,Q1,Madhya Pradesh,Mandla,77954,1599740
2020,Q1,Madhya Pradesh,Indore,1287857,40721955
2020,Q1,Madhya Pradesh,Shahdol,112022,2748773
2020,Q1,Madhya Pradesh,Ratlam,204718,4810168
2020,Q1,Madhya Pradesh,Panna,64176,1403113
2020,Q1,Madhya Pradesh,Chhatarpur,164422,3076493
2023,Q1,Madhya Pradesh,Morena,479647,37631269
2023,Q1,Madhya Pradesh,Alirajpur,75360,23434331
2023,Q1,Madhya Pradesh,Sehore,526495,65379842
2023,Q1,Madhya Pradesh,Rajgarh,454742,87778262
2023,Q1,Madhya Pradesh,Khargone,460046,77096706
2023,Q1,Madhya Pradesh,Satna,596769,52881467
2023,Q1,Madhya Pradesh,Narsinghpur,343846,34114219
2023,Q1,Madhya Pradesh,Jabalpur,1025803,39083376
2023,Q1,Madhya Pradesh,Hoshangabad,447376,39928185
2023,Q1,Madhya Pradesh,Vidisha,449990,68496548
2023,Q1,Madhya Pradesh,Balaghat,452700,58300660
2023,Q1,Madhya Pradesh,Singrauli,362658,65603700
2023,Q1,Madhya Pradesh,Betul,459626,69729003
2023,Q1,Madhya Pradesh,Sidhi,226795,41401608
2023,Q1,Madhya Pradesh,Datia,173988,21850490
2023,Q1,Madhya Pradesh,Dewas,579697,75964676
2023,Q1,Madhya Pradesh,Sheopur,122856,29666430
2023,Q1,Madhya Pradesh,Neemuch,294613,34986206
2023,Q1,Madhya Pradesh,Raisen,443050,71097545
2023,Q1,Madhya Pradesh,Mandsaur,463718,59763542
2023,Q1,Madhya Pradesh,Barwani,224144,67968547
2023,Q1,Madhya Pradesh,Katni,317477,31459722
2023,Q1,Madhya Pradesh,Dindori,108680,38322192
2023,Q1,Madhya Pradesh,Shivpuri,368571,77723539
2023,Q1,Madhya Pradesh,Gwalior,1123707,34624349
2023,Q1,Madhya Pradesh,Anuppur,183119,25516447
2023,Q1,Madhya Pradesh,Agar Malwa,154686,31911322
2023,Q1,Madhya Pradesh,Ashoknagar,180467,37121086
2023,Q1,Madhya Pradesh,Sagar,699722,72760363
2023,Q1,Madhya Pradesh,Niwari,79831,9762781
2023,Q1,Madhya Pradesh,Rewa,651354,47280365
2023,Q1,Madhya Pradesh,Shajapur,311369,42769385
2023,Q1,Madhya Pradesh,Ujjain,832451,68659362
2023,Q1,Madhya Pradesh,Bhind,401533,34108201
2023,Q1,Madhya Pradesh,Tikamgarh,203615,34104680
2023,Q1,Madhya Pradesh,Seoni,329353,72346958
2023,Q1,Madhya Pradesh,Harda,161225,25064139
2023,Q1,Madhya Pradesh,Burhanpur,187246,28593494
2023,Q1,Madhya Pradesh,Damoh,244449,47365687
2023,Q1,Madhya Pradesh,Bhopal,2101098,36857306
2023,Q1,Madhya Pradesh,Jhabua,162127,40991184
2023,Q1,Madhya Pradesh,Dhar,679569,96755650
2023,Q1,Madhya Pradesh,Guna,423812,59399911
2023,Q1,Madhya Pradesh,East Nimar,325222,64812841
2023,Q1,Madhya Pradesh,Chhindwara,642022,85439101
2023,Q1,Madhya Pradesh,Umaria,125957,29184137
2023,Q1,Madhya Pradesh,Mandla,202648,40564672
2023,Q1,Madhya Pradesh,Indore,2780295,57741292
2023,Q1,Madhya Pradesh,Shahdol,267723,44837756
2023,Q1,Madhya Pradesh,Ratlam,507397,49315913
2023,Q1,Madhya Pradesh,Panna,163536,41423381
2023,Q1,Madhya Pradesh,Chhatarpur,418638,59282579
2023,Q2,Madhya Pradesh,Morena,501991,44303961
2023,Q2,Madhya Pradesh,Alirajpur,79103,33655290
2023,Q2,Madhya Pradesh,Sehore,550240,75759384
2023,Q2,Madhya Pradesh,Rajgarh,476568,95790411
2023,Q2,Madhya Pradesh,Khargone,480998,90066564
2023,Q2,Madhya Pradesh,Satna,623076,62087030
2023,Q2,Madhya Pradesh,Narsinghpur,359174,33933096
2023,Q2,Madhya Pradesh,Jabalpur,1065846,46208809
2023,Q2,Madhya Pradesh,Hoshangabad,466410,48289574
2023,Q2,Madhya Pradesh,Vidisha,470884,76792927
2023,Q2,Madhya Pradesh,Balaghat,473522,57362715
2023,Q2,Madhya Pradesh,Singrauli,379057,72561114
2023,Q2,Madhya Pradesh,Betul,480548,82699553
2023,Q2,Madhya Pradesh,Sidhi,237697,51657758
2023,Q2,Madhya Pradesh,Datia,182229,25734205
2023,Q2,Madhya Pradesh,Dewas,605064,86037242
2023,Q2,Madhya Pradesh,Sheopur,128883,29668961
2023,Q2,Madhya Pradesh,Neemuch,307893,41838144
2023,Q2,Madhya Pradesh,Raisen,463359,85008383
2023,Q2,Madhya Pradesh,Mandsaur,485021,57161622
2023,Q2,Madhya Pradesh,Barwani,234410,78673276
2023,Q2,Madhya Pradesh,Katni,331658,35762902
2023,Q2,Madhya Pradesh,Dindori,114018,47735012
2023,Q2,Madhya Pradesh,Shivpuri,386527,86644836
2023,Q2,Madhya Pradesh,Gwalior,1168513,39446121
2023,Q2,Madhya Pradesh,Anuppur,191497,32180305
2023,Q2,Madhya Pradesh,Agar Malwa,162283,38105847
2023,Q2,Madhya Pradesh,Ashoknagar,189217,38560971
2023,Q2,Madhya Pradesh,Sagar,730094,84163812
2023,Q2,Madhya Pradesh,Niwari,83757,13164451
2023,Q2,Madhya Pradesh,Rewa,680100,63293893
2023,Q2,Madhya Pradesh,Shajapur,325913,37918115
2023,Q2,Madhya Pradesh,Ujjain,868546,70456020
2023,Q2,Madhya Pradesh,Bhind,420416,44645036
